,Sentiment,SentimentText
88695,0,<MENTION> only made out?
84868,1,<MENTION> So awesome men like you can come to our rescue.
90300,0,<MENTION> Ugh I've got one too
18668,0,: i miss my family happy father's day dad & joseph!!
31018,0,"<MENTION> omg, article makes me wish I was<HASHTAG> too wah wah wah"
98800,1,<MENTION> your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/12074/
2213,1,is bored but for some reason oddly happy
98345,0,<MENTION> Yeah I'll have a peak at you photos when you put them up! Englands been rubbish and miserable I want sunshine!!
18806,0,<MENTION> hahaha ... Telstra not supporting tethering tho!
98965,1,<MENTION> It's a Relient K song. But yeah . You should know they are (hopefully).. Snark? please elaborate on this.
22245,1,<MENTION><MENTION> i would say so!
46301,1,"<MENTION> I would turn gay for you, but i'm not that type of guy. haha. Cwalk reminds me of you, you're my inspiration !"
8373,0,<HASHTAG> i had a dr. pepper now
60909,1,<MENTION> you're motivated i feel as worn out as an old dirty sock left on the ground
47723,1,"<MENTION> Lol! Oh well, in her job she needs to be awake more than the rest of us What have you got on today?"
2034,0,Gettin a divorce *Str@ng3r !n my h0us3*
4889,1,<HASHTAG> let's make some noise with archaeopteryx
40513,1,"<MENTION> thank you!! & I love Amelia's mag, the last issue with unknown-to-me Indian artists was fabulous as always"
7308,1,<HASHTAG> is<HASHTAG> in 'trending topics' on Twitter!
49174,1,<MENTION> lol pls dont refer me as one of you BITCHES... ladies is nice. thanks
23692,0,<MENTION> is it rainin? x
30511,1,<MENTION> thanks for a nice blog post!<MENTION> should however be given some creds since he has done at least half of the work on it
36313,1,<MENTION> And you need that beast for exactly what... ?!! Love the spec though!
53402,1,<MENTION> I went up the Chief only as a hike
85751,1,"<MENTION> We dig what you write! It's weird that we can follow you, a rockstar, with regular updates :S Have an awesome day xoxo"
96874,1,"<MENTION> Nice rest from all that sun yesterday, huh? We're doing gait analyses at Nordstrom Alderwood 11a-4p today. Need 2 get fitted?"
51336,1,<MENTION> thanks for the follow
49505,1,"<MENTION> cant see your face in background girl, i cat say much, but u get the gist"
45563,0,"<MENTION> Hooray, and I'm working."
72478,1,"<MENTION> no worries - worth broadcasting on the radio, or it's clear??"
18297,1,<MENTION> well I am glad to hear it!
78597,1,<MENTION>: Happy Birthday. Es War Tooll
10744,1,<HASHTAG> things
15436,1,<MENTION> hi!! would you like to vote in my photo contest?? <URL>
21675,0,"<MENTION> Maher on the other hand, is kinda doushe, good points, but quite the doushe. he was mean to that hot muslim guy.."
14039,0,"...a while, we may wait a week or so to give Europeans the chance to get some practice first. Sorry guys: not our fault"
47718,1,<MENTION> Been here for a while lol.. sock. such a tard. Coffee is the Devil!! lol
37986,0,<MENTION> No I didn't! but i really want it! You want one?
59625,0,<MENTION> I hope you get to play Sims 3 soon! I want it so badly but my computer is too old. I think.
54087,1,<MENTION> cupcake!! you can call me anything but 'bitch' i suppose..and even then under certain circumstances....
412,0,A_ just got the same handshake in her meeting. Vibe here sucks
36674,0,<MENTION> I wanted Diet Dr. Pepper with caffeine - I wound up with Diet Pepsi without. My caffeine headache persists because of it.
34163,1,<MENTION> im so jealous. here in texas its so tempting to just swing down to the beach but no id have to get my mom to take me.
35107,1,<MENTION> haha thanks again my friend u rock!
55443,1,"<MENTION> I'm fine, thank you! Traveling & enjoying every moment!!! Life is GOOD! What about you?"
74847,1,<MENTION> Good morning! Still online by any chance?
48299,1,"<MENTION> hahA, better luck next, maybe you need to ease into it ;) Baby steps!"
96607,1,<MENTION> You're selling a watercolor painted by your horse on eBay? You are enterprising.
86811,1,<MENTION> congrats on your position at Sparkplugging
16228,1,"? ? ? check this ouuuuuut! I'm happy, haha"
98978,1,<MENTION> have an awesome time! I'm less than 24hrs away from the same. Yippee!
58204,1,<MENTION> I bet it looks good! I'll have to find a way to include the glyphs in my decoration
90154,1,<MENTION> Double exposure...Cute.
97218,1,<MENTION> Glad it gave you a smile!
72122,0,"<MENTION> lol luck u, i couldnt get mine to like it or watch it for that matter"
73870,0,<MENTION> i feel u dawgggg. i finished my paper at 6:42 am
10111,1,'Intuition becomes increasingly valuable in the new information society precisely because there is so much data.Ã¢â¬?- John Naisbitt Use it!
45240,1,<MENTION> follow meeeeee
31183,0,<MENTION> i miss my bethany. she neeeeds to be off like the rest of us.
80668,0,<MENTION> No can haz YT at work ... I'll look when I get home.
39049,1,<MENTION> cool hope you all have a great time!
80845,0,<MENTION> me too
61002,0,<MENTION> lmao yaaay! so are you coming on sunday?
81663,0,<MENTION> Awwww
41069,0,"<MENTION> i will be out of town! unless the event is in denver. then, i am there!"
77189,1,"<MENTION> wow, 100 yrs old, it would be nice to live that long!"
1976,0,I'll get home like 5pm today it will be a long day no hangover just my body is drain out n my legs hurt ;-( I'm dehrydrated
44573,0,<MENTION> Whats brantwood?anyways im sad u cant get out
70814,0,"<MENTION> Happy birthday! Also, I hate falling alseep when I'm trying to stay up"
22611,0,<MENTION> *Big hugs* Hope everything is ok today xxx
47936,1,<MENTION> SQUIRREL!!! i want a kevin
60271,1,"<MENTION> well, keep at it the mileage will come"
51304,0,<MENTION> omg omg omg i'm so sorry. that's terrible!
79396,1,<MENTION> You dont have to miss out on the fun if you cant wear Nike shoes they make pods for the sensors to be worn on any shoe
26458,0,<MENTION> Are you as sad as I am about the game??
93986,0,<MENTION> You better keep us updated. You'll be posting pics and such? I'm wicked jealous ... I'm doing it next summer for sure.
59405,1,<MENTION> OO i dont i couldnt live without men
36318,0,<MENTION> I asked Jack but he didnt reply so I'm gonna ask you. Are you guys gonna have a signing in Melbourne?
90779,1,<MENTION> I think you might like it.
32946,0,<MENTION> Call ME!! I miss you
50018,1,"<MENTION><MENTION><HASHTAG> hashtag simply isn't dying out anytime soon, is it."
54932,1,<MENTION> We're endorsing V8! Ought to give us some freebies!
56740,1,"<MENTION> Haha! Hello bea, YOU'RE COMING BACK SOON, YAY! Did you get any CDs for meeeeeee?"
88028,0,"<MENTION> - yep, turned pink briefly before slightly burning! was cool though. bit of a shock being back"
2168,0,H& M dress don't fit... It was really cute (n cheap) too ... The cheap part is what breaks my heart...
19119,1,<MENTION> hey vanessa. just wanted to say hi and hello
40509,1,"<MENTION> <URL> - OH MY GOSH, I DON'T BELIEVE! YOU'RE SO PRETTY I LOVE YOU SO MUCH MILLY! YOU'RE MY DIVA Ã¢â¢Â¥ THE B ..."
15024,0,..watching the braves getting no hit
33161,1,"<MENTION> I know, that's the killer part"
29668,0,<MENTION> dude u need a break..like a drive to a place unknown...enjoy nature and get back to the ...well....same old work
54812,1,<MENTION> yup. im online!! just got back from school.
96759,1,<MENTION> i like bububebe for overnight<HASHTAG> . add a monkeysnuggles wool soaker and we're golden
52073,0,<MENTION> haha i wish. There isnt a propa beach n its cold! Cme save me! X
8987,1,'grandma just gave you the dirtiest look i've ever seen in my life' haha
33632,0,<MENTION> I hate it
97003,1,<MENTION> white truffle popcorn?...sounds decadent. I hope it's yummy.
79188,1,"<MENTION> Awww, that's amazing though! I've never been to a SoCo or JM concert...but once Zac hanson gave me his drumstick!"
79300,1,<MENTION> lol that's definitely the place to go to feed ur fun! good times
83231,0,"<MENTION> Awww, isn't it more fun to be romping through the store!?"
39605,1,"<MENTION> hahaha he's so wild! You must come over when we get him Oh yeah and he gets to sleep in my room, hahaha."
91905,0,"<MENTION> When you find yours, would you please check around there for mine while you are at it?"
94814,1,<MENTION> check this one out <URL>
52200,1,<MENTION> Thanks for the info.
89482,0,<MENTION> There's been a fatality apparently G'luck getting in.
22870,1,<MENTION> Thank you for the follow friday
27102,0,<MENTION> Yeah I heard about that but Sun doesn't have good signal at home and in my apartment I'll check it out though.
63546,0,<MENTION> so basically we r both unpleasantly screwed sorry ur headaches back!
9381,1,'I wanna get so close to Him that its no big change on the day that Jesus calls me name' Got that song stuck in my head
31415,0,<MENTION> ah you suck akeem! i really really wanted to go! i ended up going to a wedding and then with harjas to the homeless shelter.
72316,1,"<MENTION> by the way, I really wanna learn some Cantonese! I wanna be able to talk to my friend in it! And freak people in public out"
99103,1,<MENTION> You're horrible!! Harassing me from across the ocean. Have a great trip!
97277,1,<MENTION> Awww that's so sweet for the mignon to do that for you. He's a keeper!<MENTION> who???
769,1,"<MENTION> If, thru the miracle of modern science, Bruce and Danny had a child..."
6608,0,<HASHTAG> yet to beat level 25 on SNN
92015,1,<MENTION> Sounds fun<HASHTAG>
23046,0,<MENTION> <URL> - awwwwwwwwwwwww that is so beautiful. I just need to be in his arms tonight
12503,0,'and everything about you seemed to be a lie a guiltless twisted lie'
16493,0,@ drubner You shot an Espy?
54057,1,<MENTION> that's so funny and i agree on the last question
1991,0,Im dying of thirst and I wish I was in a large body of water somewhere in Hawaii!! Anything with clear water actually!!!
39816,0,<MENTION> I feel like the mosquito bites have just appeared on my arms! i don't ever remember seeing or feeling them bite me
63550,0,<MENTION> Problem is that all of those hosts are too afraid of laws
49621,0,<MENTION> well sheata same case hoyegechilo but still<HASHTAG> ee participate korar jonne dhonnobad<HASHTAG>
36726,1,<MENTION> i'll show u git when you're down from the mountains
33313,0,<MENTION> It's just a pity I'm not getting examined in this kind of thing tomorrow though
69046,0,<MENTION> me 2!! lol. They were amazingly cutee(: Judy& MorganBFFS
65416,1,<MENTION> bummer - back to reality. Hope it was fun
1452,0,i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
20615,0,@ yungla wats up how are u (He(<)ArT)
43625,1,<MENTION> it be up tues. he was a cool bloke he even joind us for a beer after the event how u holdin up
30744,0,<MENTION> Fashion week and dinnerwith Super Sonics without me?
74515,0,<MENTION> could do with some sympathy ... she's off work sick today any offers??? ;)
67930,0,<MENTION> I missed the meeting last night on accident I got carried away in the studio and lost track of time.
81096,0,"<MENTION> Until Friday only Sorry, I should have tweeted about it more, been too busy while here this week"
45666,0,<MENTION> that trick doesn't work on my lappy ....
63827,1,<MENTION> starting up w/ something new?
47121,1,<MENTION> yep. I shall be leaving early. Need some fresh guitar strings and those I'll string tonight
58836,1,<MENTION> Congratulations to you both! So girl it is
91687,0,<MENTION> whoa yeah i def feel youu. i don't even need that unnecessary ass class lls . Spring Commencement 2010 i think i might cry
5302,1,"<HASHTAG> off to sort & start, me complaining won't get it done, time to adjust my attitude"
48295,1,<MENTION> that's a big old stump! Love it!! How are ya' Debbbb?
10135,0,'kimberly you're sick. as it sick in the head.' says best friend.
44275,0,<MENTION> sounds like today was an extremely busy day for everyone everywhere!
30713,1,<MENTION> <URL> - i love it adrian
78204,1,<MENTION> I'M SO EXCITED FOR COUGAR TOWN!! AND GLAD TO SEE YOU'RE BACK
63651,1,<MENTION> Consider yourself on 'Taste Probation'
98254,0,"<MENTION> i try, i really do! sometimes stuff just gets to me.."
43301,0,"<MENTION> Yeah, they do. They're in the col-de-sac that's really close to the pool. And no, I haven't."
89165,1,<MENTION> Good morning hope you are too!
76710,1,"<MENTION> dude your awesome in that 70s show , ,,, i wish it was the 70s !"
41354,1,<MENTION> lol. They do that to me too. ) I get annoyed sometimes...
47119,0,<MENTION> and yes United should be shut down for making your family miss your graduation remember how they lost my luggage too?
34438,1,<MENTION> thats the spirit.
16835,1,@ school with my friend Vida we're waiting for people to show up. Haha
42927,0,"<MENTION> omg me too , i slept maybe a good 3 hours due to these allergies. ugh :/"
15266,0,*cough cough*
44425,1,<MENTION> works fine
59025,1,"<MENTION> I'm not sure how many Kristy's you know, but I'm hoping that update was about this one Miss you.. let's fix that soon!"
49140,1,<MENTION> Hola amiga! Miss ya! Did you go back today?
31729,0,<MENTION> SO jealous!! KodaKoda doesnt bake
46132,0,"<MENTION> Ashton i jus read about Gabe..omg im soo gonna donate, i felt sad reading and looking @ his pcs"
74014,0,<MENTION> for real it sucks it's dark
1224,1,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine & Apple fucking Tango are all inside my belly"
56097,1,<MENTION><HASHTAG> ??? nooooooooo.. leave the transformers aloooooooone. lol.
40485,1,<MENTION> please do join !
97392,0,<MENTION> ahaha i know!
54464,0,<MENTION> mish you too baby!
25143,0,<MENTION> which is almost impossible
81708,1,<MENTION> I agree! Less stress the better
51038,1,<MENTION> What's your fav Broadway Musical song?
51500,1,<MENTION> thanks for the follow friday retweet
69869,0,"<MENTION> thanks, i still have the vain hope that it will be able to work with my existing presonus gear"
4551,0,<HASHTAG> another act with a same dupe song... don't these acts have more than one song
97904,0,<MENTION> Ha I know what you mean! TeeHee! I just wish I had money again!
96851,1,<MENTION> That's sounds just perfect - I am now very jealous.
2040,0,Gmail isn't connecting on my iphone. Is gmail down?
85715,1,<MENTION> is that you or the robot talking
89819,1,<MENTION> we had um 'luxury' foood and alot of wine and yesss i wished we were all back there together for the first harding service
62325,1,<MENTION> ... said the girl who cried her eyes out in the song festival!
33957,0,"<MENTION> In my world, when I buy jeans labeled 'short,' they're still a bit too long."
63628,0,<MENTION> aww sorry *hugs*
95678,1,<MENTION> Welcome to Twitter! A great start is finding & following interesting people (with keywords). I like www.Twellow.com. Enjoy!
36662,1,<MENTION> I'm on it! I'll be there in a few short hours...days...weeks..okay maybe a month...can you wait?
78970,0,"<MENTION> yo do you have gordon's actual interview questions, as i have the HND ones"
61303,1,<MENTION><MENTION> thank you guyyyyys u guys made a little smile in my airmood
24712,1,<MENTION> thanks for the follow friday love any fun plans for the long weekend besides being at the marathon?
31645,1,"<MENTION> The immortal words of Alanis. Hopefully someday, people will be quoting your songs just like that. Much Love woman."
54228,0,<MENTION> It's not nice to taunt me with your drinking of beer.
9622,1,"'Don't you leave him, Samwise Gamgee!' HAHAHAHAHA!!! I just thought of that. My favorite Lord of the Rings quote."
33816,1,<MENTION> Thanks for the follow!
34179,0,<MENTION><MENTION> and I didn't get you in trouble with joy did we? Sorry if we kept you tweeting when your phone should've been off
86791,1,<MENTION> tonight we shud watch the eloises! <3 Cat
23122,1,<MENTION><MENTION><MENTION> you're all welcome xo
81737,1,<MENTION> Go to www.logitech.com and find the drivers for the cam.
3196,1,omfg! 7:30. ekkkkk! im so excited to see paramore! im only going cause paramore is going to be there. (: and this is my birthday present!
41018,1,<MENTION> don't worry i'm in the same camp but me and elle fitzgerald's line right now possibly not the right thing 6 mths time ok!
19898,0,<MENTION> Not much has happened yet. Just tired. Have iced coffee. All is well. I feel bad about last nite. I am shitty.
93235,1,"<MENTION> Awesome! So next time my system hangs or does something weird, I will send you a snapshot. Free upgrade to Win7?"
55936,1,<MENTION> I just wanna thank u for all that u do 4 us. I live in Argentina and u definitely make me feel distance is nothing! luv u
26380,0,<MENTION> goodone & you didnt tell me
57917,1,<MENTION> thanks for the retweet!
93853,0,<MENTION>. ive moved inside now coz its a bit warm is tonight the bgt finale?
75631,1,<MENTION> guilty as charged...it is my burden
68842,1,<MENTION> so are we
30439,1,<MENTION> thats very nice.
44004,0,<MENTION> do NF tweets count?
811,0,can't sleep -_- this sucks eggs and bacon! I'm suppose to get up early to
15320,1,*is happy to be home since Friday*
91805,1,"<MENTION> Well, you're also hilarious...this just clinches it (Like me taking up smokin').<HASHTAG> No really, you go girl."
84556,1,<MENTION> that's good to hear! Can't wait to hear some masterpieces from the both of u
43099,0,<MENTION> june 20 i dont even know if you'll get to see it
38819,0,<MENTION> ps they went out of bizz-nass
93381,1,<MENTION> well i feel dat if he was fighting wid u its bad... but if he is ur true frnd he'll come back to u..... dats frndship....
64846,1,"<MENTION> No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish"
74394,0,<MENTION> duh!! and lollerscoots @ your foot
97914,1,<MENTION> just added more sponteneity to yr tweets
20773,1,"<MENTION> im average height, wear average size lol in school for nursing and a lioness...rawr i hope cat went to sleep"
82663,1,<MENTION> i just signed up too! was going to a while ago but i couldnt find my visa. Shipping Sweden $22.22... UGH! :S I gotta move..
4021,0,morning already...
43164,1,"<MENTION> Sure I saw evidence of range even in few I saw e.g., DDLJ - Asoka. No doubt he can really act but not sure it matters"
17160,1,...and welcome to<MENTION><MENTION><MENTION><MENTION>
22715,0,"<MENTION> No, not yet. I think it's over cuz my dad had the same thing. Still, I won't lie, I'm starving"
24718,1,<MENTION> appreciate the follow. Enjoy your words
66743,0,<MENTION> they fucked up the princess by making it a proper stage so there's no stair anymore but mosh shorts it is
26984,0,<MENTION> my phone just disconnected or something. idk
24143,1,<MENTION> unbelievable but I used PSPvintage warmer for mastering. Kinda nice since it does gives tunes an amount of power in an odd way
62407,1,<MENTION> haha I'm not dissing the film. I bet it was hilarious. Just saying..its ignorant to say its the funniest. TOO MANY factors
60328,0,"<MENTION> That's not fair. I've been to the gym every morning and eaten MUCH less, and only lost 3lbs"
94973,1,<MENTION> Looks really cool! Reminds me of something i'd play at Dave and Busters
76934,1,<MENTION> Sweetheart you can walk into my house anytime you'd like. Everyone else does. Haha.
32709,1,<MENTION> that sounds like a fantastic day
4066,0,"=- What? the Crossing is never coming out, too? Damn IT. this year sucks for games."
62211,1,<MENTION> great
723,0,...? ..frustrated?
2850,0,i just received my G8 viola exam.. and its... well... .. disappointing.. :\..
54311,1,<MENTION>
85614,0,<MENTION> we miss you Aubrey!!!!
66643,1,"<MENTION> ohh beeehave, vey nice Got some of those bees nesting under a flower box in the garden. Nice to see them around"
27054,0,<MENTION> I'm jelous that you're there and I'm not tell everyone I said hi
23125,0,<MENTION> Don't wan give me no food
99745,1,<MENTION> Take an umbrella!!! It can't be gorgeous out there for long in pommyland!
73529,0,<MENTION> yeah..too bad yaar!!
97631,0,"<MENTION> Awesome!! lol, I wanna watch season 1,2,3,4 & 5 bc i havn't seen most of those!!"
58033,1,<MENTION> DON'T WORRY DEAR YOU DID FINE. Oh by the way I have no credit but was mighty chuffed to receive your text!
15171,0,..and my jaw hurts. Stupid wisdom teeth.
36531,1,<MENTION> None of your lies Mr Millier... Hill of Grace needs something a bit fancier than my humble fare...
54670,1,<MENTION> sounds delish thanks for the sweet photography compliment! next race is a marathon in SF!! october!!
98079,1,<MENTION><MENTION> if you need help with the hebrew give a holler. I see you're a local. I'm in Scarsdale...
8912,0,<HASHTAG> i think im bleeding.
56137,0,<MENTION> no do you think i should? Ha
69826,1,<MENTION> Hey thanks for the tip! Someone's gone to the store for me so they're gonna see if they can find it
47697,1,<MENTION> you sent a link 2 San Francisco Guide was that your intention? (first photo published somewhere other than Flickr...)
2486,0,last day of school....
87705,1,"<MENTION> iPhone, but maybe OSX soon in the future too"
59882,1,<MENTION> Every little thing is getting better
99560,1,"<MENTION> ah, would if I could! Funds are very low-but you of course are on my list of go-to people!"
42512,0,<MENTION> Boo!!! Have to move again That sucks!
14228,0,...don't like it when people hang up on me
24873,0,"<MENTION> no.. I have to settle my comments page! anyway, thank you! ;)"
34022,1,"<MENTION> love your linproducts comp entry, really made me laugh"
45506,1,"<MENTION> And as an output, currently you can only export screenshots of a page or all pages. I'm working on something better."
68066,1,<MENTION> are you shooting something
81655,0,<MENTION> I hope she's okay *Hugs*
86452,1,<MENTION> :p Yes. Later. Rest well if you can
11236,0,<HASHTAG> .0 first impressions rather slow a bit buggy <URL>
76730,1,"<MENTION> Does not compute. Or rather, exceeds my poxy knowledge of Windows"
30948,1,<MENTION> Who are you talking about?
20912,1,"<MENTION> ha, that's so true"
86688,0,<MENTION> sorry i'm at home wishing i could call my boyfriend but he threw his phone in his washer
75407,0,<MENTION> naaaaaaaaaao se vÃÂ¡! please
79535,0,<MENTION> y didn't u come across da street 2day
10382,1,"'select /*+ ALL_ROWS */ * from Table' A new way to do Queries... outstanding performance, Oracle is more than a DataBase now"
27918,1,<MENTION> You show as much 'skin' as possible in an interview. Wear the skirt. It will put you 'in control' of the interview.
4912,0,"<HASHTAG> <HASHTAG> <URL> 'VidZone - Free streaming music videos coming soon to PLAYSTATIONÃÂ®3' schÃÂ¶n wÃÂ¤re es, aber nicht fÃÂ¼r schweizer"
83224,1,<MENTION> Mhehehe the best way to end<HASHTAG>
49549,0,<MENTION>. I soo wanted to be
83850,1,<MENTION> Huwooow . Daydreaming for what ? Or for who? Hahaha . Miss you .
99506,0,<MENTION> no you aren't... umm... I like Disney toons.
60960,1,<MENTION> yep one more week Knight
63808,0,<MENTION> Meh. It was an interview for the college journal I co-edited. Turns out they didn't need me.
23740,0,<MENTION> oh no.. poor thing get well soon! xox xox
18169,1,<MENTION> Na. I think he's from Palmerston North.
24574,1,<MENTION> thank you!! I keep clicking.. and then I want to buy the ruffle purse.. ee
92818,1,<MENTION> We're working on it mate!
30067,0,<MENTION> me neither. shit that's sad. he was one of the good guys thanks for posting that.
54983,1,"<MENTION> Mr banks. You are a very bad man. I need to talk to you later, i'll dm when i get home"
55420,1,<MENTION> hai bash! im new in this haha
10852,1,'why can't it be by rannie raymundo' that is... thanks lhen for the idea *singing* <URL>
15561,0,..wishes that i could go to bamboozle.
52795,1,"<MENTION> You're a great Dad! My parents never missed a recital, performance or game Have a wonderful time"
49240,0,"<MENTION> we'll blast the CD on the way there! ;) btw, u never gave me my copy hahahaha."
92550,1,"<MENTION> im from London, we all love wizards here"
72819,1,"<MENTION> my dogs r the sweetest, espacially Target. He's a teddy bear."
18795,0,<MENTION> My crappy phone just died. 3 bars to nothing in 1 go. Even more wanting to go home
11295,1,"<HASHTAG> LOSTIvewatched the series a lot of times, andIm a fan of. Read that a lot too. Memory is good when exercised. = ..."
37016,1,"<MENTION> Offffff course I would, silly! I'm just messing with you, Ali!"
96599,0,<MENTION><MENTION>; and he is nooooooot a happy camper right now
38475,1,<MENTION> Alright! I call being between CJ and Steve!
23255,0,<MENTION> u never got back to me about the internship/Job thing and you never said if you liked the banner i made<HASHTAG>
59060,1,<MENTION> hey ben um i hope you wright me back i'm new to this thing so if you can help me out thanks
310,0,eh must leave New Mexico and soon!
35333,1,"<MENTION> Apologies for being slow in realising, but i just found out you sing as well as act,you r truely,SUPER TALENTED! God bless"
62640,1,<MENTION> heehee - where did the tweet love come from all of a sudden?
64269,0,<MENTION> Heey Binkie did you ever see that picture I drew of you? I worked hard on it!
44366,0,<MENTION> No fog. I'm jealous I tried two days straight to shoot the golden gate clear and sunny this past weekend. No luck
26133,1,<MENTION> That is a LOT of strawberry and rhubarb? Sale or garden?
90562,1,<MENTION> you're welcome
11425,1,<HASHTAG> hello squarespace! my monday is being a drag right now...how is your monday?
13836,0,.........I hate washing my hair myself
91930,1,<MENTION> welcome. i can see the roommate spats continue over into twitterverse.
40744,0,"<MENTION> You never burn, you tan which is poop cos you make the rest of us look albino"
47559,1,<MENTION> lol! You're doing much better now
74672,1,"<MENTION> so excited about the house!!! you want any help setting up moving or decorating, i'm there xx"
42791,0,"<MENTION> Hey girly, Jaden is being bitch to me she wont talk to me anymore."
33281,0,<MENTION> Yaaay for the nap. I want one Stupid hot weather.
14869,1,<MENTION>) Note to self..gotta get me that hand! Sure would the cherry in the Tequilla Sunrise *grin. Did I get this quote wrong?
54876,1,<MENTION> actually I am pretty lazy on that drying part. Usually just towel dry and clip up when I am in a rush. Most days
68770,0,"<MENTION> U b respondin2sum wack shit sometimes shorty!! I know u can't get<MENTION>, but damn I get mad luv frm every1 but u!"
3689,0,thanks for wishes guys
38651,0,"<MENTION> My stepkids....boy 3, girl 10...and then an 'unofficial' boy who's close enough to my stepson who's 6. I miss them!"
36504,1,<MENTION> <URL> meeting you today made my day
47039,0,<MENTION> Wow man that's so cool I only got 8 I think it's time to get serious and start referring!
6939,1,<HASHTAG> this is the BEST POST EVER. UNF<MENTION> <URL>
41229,1,"<MENTION> LMAO -- thanks for that Andrew, er I mean Hershey!"
79311,1,<MENTION> ---from East thing was a joke !!! ha ha
62268,0,"<MENTION> oh no, I'm sure we could swap it down here"
10931,0,<HASHTAG> come soon.. progress pic.. <URL> hasn't moved much since 25th
50095,1,<MENTION> taking 70-291 to complete my MCSA
65349,1,<MENTION> good..stay up like Viagra PAUSE
41844,1,<MENTION> yeah yeah hence why this dress will be packed when I go to my high school reunion in September
68266,1,<MENTION> It's all in the thumb!!!
85090,1,<MENTION> nothing wrong with that. I'm hanging out by the pool
37488,0,<MENTION> I am lost. Please help me find a good home.
57795,1,<MENTION> awesome. See you there
99660,1,<MENTION> How is my favorite one? Still kicking? Power is back again?
3870,0,this bit in camp rock always makes me upset..<3
2421,0,How do I make my headache go away?
41740,1,"<MENTION> LOL, they are the best!"
81317,1,<MENTION> Hit the trail!!! GO GO GO!!! think about how good you feel after your run!!!
82719,1,"<MENTION> How r u going??? I have a bottle of red, a lovely heater and masterchef going... mmmm"
24161,0,<MENTION> US Airways again?? Oh no...
31091,1,"<MENTION> Easy. Put on a mask. Hack. Even though the cameras record you, no one can do jackshit"
58067,0,<MENTION> uh oh.....bad news?
71992,1,<MENTION> well at least you're not in swine flu central
57129,1,<MENTION> Good Night dude. I'll catch with ya tomorrow.. Got a lot to bitch about my college
1356,0,"at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/"
88571,0,<MENTION> ouch! I feel bad for replying to a trending topic now. but mucho love for you.
60842,1,<MENTION> what would? Steve
68263,1,<MENTION> I'll give you hugs and kisses xxxxxxxxxxxxxxxxxxxxxx
28211,1,"<MENTION> Hey fellow mental missy I am indeed, had such a nice bath and now sitting in the sun! You poppet? Xxxx"
36965,0,"<MENTION> so cuuute! hey, i miss you na! its not the same not seeing you girls everyday"
87257,0,"<MENTION> i feel even worse, i feel sick and headachey and can hardly move how was the tech run?"
22103,0,<MENTION> raining in the midlands too
46594,1,"<MENTION> Thanks, you too It's a beautiful day. Great morning for ride down the ocean road with the top down"
97157,1,<MENTION> How are you doing this fine Tuesday morning?
77533,0,<MENTION> - i just saw have to go now but will try again when I get back...in meantime-
38707,1,<MENTION> your welcome an its not like pink panther an their is singing but its still good
51094,0,<MENTION> chased that up today and none left in the country through us
63779,1,<MENTION> >set up facebook for Gizmo and have her look for him and friend him: Pookie Cat
38608,1,"<MENTION> wow.<MENTION> is very, very cool!! Thnx for the recommendation"
9079,1,'And now there's a gun..' Such awesome lines this week.
25282,1,<MENTION> and thank you so much Always a pleasure
31129,0,<MENTION> I thought that about 10 min ago. I can't eat cheese
28956,1,<MENTION> Hey Andrew! Will you follow me?
37760,0,<MENTION> who is taylor and selena? why poor?
76139,1,<MENTION> we are with tweetie they have something called twitlonger
25234,1,<MENTION> not unless you own one
92721,1,<MENTION> have u guys done bohemian rhapsody for a cover tune grab bag? if not that wld be an awesome one to do
70377,0,<MENTION> Only once for me
754,1,<MENTION> yea I really wanna see a win for him at daytona
30988,0,"<MENTION> Reaaalllly? Yaaayy, finally!! I miss her"
33134,0,<MENTION> mines a bowl of cereal and the late local news
18639,1,: cant wait for church today
81955,0,<MENTION> coz LVATT is not out here yet and he is mean..lmao gays??
91380,1,"<MENTION> Am having one made tomorrow, sistah. Based on your say-so<HASHTAG>"
50839,1,<MENTION> Brats to throw on the grill? What...are the children misbehaving *that* badly?
54178,1,"<MENTION> Happy Birthday, Michelle."
45516,0,"<MENTION> talking to Rita and Gen on yahoo messenger, and getting mad at my dial up, omg dial up, help lol"
44839,1,<MENTION> relaxing at home now im working at a factory where manufactures puzzles like pokemon ones and other stuff. not so bad...lol
13824,1,...... cannot wait till after exams! OMG i will like part-ay everyday!!! woooooooooooooh! on my DSi!
15435,1,"<MENTION> hahaha!! it's *my* idea, my hashtag!! i stole it from a pub in Fortitude Valley<HASHTAG>"
57821,1,<MENTION> telling me too much info ! haha make sure ur following him & tell folks to follow though Pwease we gotta make em as popular as us
45555,0,<MENTION> I get jealous of guys who bulk up-sounds like the fun part of a regime. Bulking up is NEVER on the cards with me
58485,1,"<MENTION> Hey, welcome to twitter Im off to skl so ttul x"
79548,1,<MENTION> a few hours more and then chicken rice awaits
56254,0,<MENTION>- Is it too late to say I'm sorry?
32012,1,"<MENTION> um, no. (has any windows box stay up for 18 days?) my mac..."
